Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,ALB,Albania,1987,Male,Age55_59,[55-59],1,0.17513135,,1.94552529
EU,Europe,ALB,Albania,1987,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,1988,Male,Age55_59,[55-59],1,0.18691589,,1.90839695
EU,Europe,ALB,Albania,1988,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,1988,Male,Age65_69,[65-69],1,0.09699321,,3.22580645
EU,Europe,ALB,Albania,1989,Male,Age55_59,[55-59],2,0.34722222,,3.76647834
EU,Europe,ALB,Albania,1989,Male,Age60_64,[60-64],2,0.26350461,,5.19480519
EU,Europe,ALB,Albania,1989,Male,Age65_69,[65-69],1,0.10162602,,3.18471338
EU,Europe,ALB,Albania,1992,Male,Age55_59,[55-59],3,0.57692308,,5.05050505
EU,Europe,ALB,Albania,1992,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,1992,Male,Age65_69,[65-69],2,0.24125452,,6.00600601
EU,Europe,ALB,Albania,1993,Male,Age55_59,[55-59],2,0.35842294,,3.26797386
EU,Europe,ALB,Albania,1993,Male,Age60_64,[60-64],3,0.38709677,,6.41025641
EU,Europe,ALB,Albania,1993,Male,Age65_69,[65-69],1,0.14204545,,2.94117647
EU,Europe,ALB,Albania,1995,Male,Age55_59,[55-59],5,0.96153846,,7.62195122
EU,Europe,ALB,Albania,1995,Male,Age60_64,[60-64],4,0.52493438,,7.75193798
EU,Europe,ALB,Albania,1996,Male,Age60_64,[60-64],1,0.11534025,,1.9193858
EU,Europe,ALB,Albania,1996,Male,Age65_69,[65-69],1,0.09107468,,2.77777778
EU,Europe,ALB,Albania,1996,Male,Age70_74,[70-74],1,0.08952551,,3.92156863
EU,Europe,ALB,Albania,1997,Male,Age70_74,[70-74],1,0.10504202,,3.92156863
EU,Europe,ALB,Albania,2002,Male,Age70_74,[70-74],1,0.0785546,,3.07087581
EU,Europe,ALB,Albania,2003,Male,Age65_69,[65-69],1,0.08474576,,2.05305083
EU,Europe,ALB,Albania,2003,Male,Age70_74,[70-74],2,0.13175231,,6.03919437
EU,Europe,ALB,Albania,1987,Male,Age65_69,[65-69],0,0,,0
EU,Europe,ALB,Albania,1988,Male,Age70_74,[70-74],2,0.17730496,,10.63829787
EU,Europe,ALB,Albania,1992,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,1994,Male,Age60_64,[60-64],2,0.29368576,,4.07331976
EU,Europe,ALB,Albania,1994,Male,Age70_74,[70-74],4,0.39486673,,16.59751037
EU,Europe,ALB,Albania,1995,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,1996,Male,Age55_59,[55-59],0,0,,0
EU,Europe,ALB,Albania,1997,Male,Age55_59,[55-59],4,0.78277886,,6.01503759
EU,Europe,ALB,Albania,1997,Male,Age65_69,[65-69],3,0.32715376,,8.31024931
EU,Europe,ALB,Albania,1998,Male,Age65_69,[65-69],3,0.29761905,,8.15217391
EU,Europe,ALB,Albania,2000,Male,Age60_64,[60-64],3,0.40106952,,5.83657588
EU,Europe,ALB,Albania,2001,Male,Age60_64,[60-64],1,0.12870013,,1.72833958
EU,Europe,ALB,Albania,2001,Male,Age70_74,[70-74],3,0.24057739,,9.42359039
EU,Europe,ALB,Albania,2002,Male,Age60_64,[60-64],2,0.26631158,,3.47723282
EU,Europe,ALB,Albania,2003,Male,Age60_64,[60-64],7,0.87173101,,11.73689241
EU,Europe,ALB,Albania,2004,Male,Age60_64,[60-64],3,0.36585366,,5.01102425
EU,Europe,ALB,Albania,2005,Male,Age55_59,[55-59],0,0,,0
EU,Europe,ALB,Albania,2007,Male,Age60_64,[60-64],4,0.72072072,,7.08981017
EU,Europe,ALB,Albania,2009,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,2010,Male,Age55_59,[55-59],10,2.95857988,,12.64222503
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age55_59,[55-59],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age65_69,[65-69],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Male,Age60_64,[60-64],,,,
EU,Europe,ALB,Albania,1987,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,1989,Male,Age70_74,[70-74],1,0.09033424,,5.23560209
EU,Europe,ALB,Albania,1993,Male,Age70_74,[70-74],1,0.08787346,,4.34782609
EU,Europe,ALB,Albania,1994,Male,Age55_59,[55-59],3,0.62111801,,4.7318612
EU,Europe,ALB,Albania,1994,Male,Age65_69,[65-69],2,0.25252525,,5.74712644
EU,Europe,ALB,Albania,1995,Male,Age65_69,[65-69],0,0,,0
EU,Europe,ALB,Albania,1997,Male,Age60_64,[60-64],4,0.5312085,,7.66283525
EU,Europe,ALB,Albania,1998,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,2000,Male,Age55_59,[55-59],4,0.87145969,,6.11620795
EU,Europe,ALB,Albania,2000,Male,Age65_69,[65-69],3,0.29673591,,8.45070423
EU,Europe,ALB,Albania,2001,Male,Age55_59,[55-59],5,1.12359551,,8.09664151
EU,Europe,ALB,Albania,2001,Male,Age65_69,[65-69],2,0.20855057,,4.42262616
EU,Europe,ALB,Albania,2002,Male,Age55_59,[55-59],7,1.57303371,,11.47240068
EU,Europe,ALB,Albania,2002,Male,Age65_69,[65-69],3,0.27985075,,6.3785002
EU,Europe,ALB,Albania,2003,Male,Age55_59,[55-59],6,1.25523013,,9.99100809
EU,Europe,ALB,Albania,2004,Male,Age55_59,[55-59],4,0.88691796,,6.4454793
EU,Europe,ALB,Albania,2007,Male,Age55_59,[55-59],6,1.49253731,,8.23135598
EU,Europe,ALB,Albania,2008,Male,Age55_59,[55-59],11,2.1194605,,14.81960499
EU,Europe,ALB,Albania,2009,Male,Age55_59,[55-59],0,0,,0
EU,Europe,ALB,Albania,2010,Male,Age60_64,[60-64],3,0.6772009,,4.8144047
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age70_74,[70-74],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Male,Age55_59,[55-59],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,1998,Male,Age55_59,[55-59],3,0.61728395,,4.42477876
EU,Europe,ALB,Albania,1998,Male,Age60_64,[60-64],3,0.38510911,,5.63909774
EU,Europe,ALB,Albania,1999,Male,Age55_59,[55-59],5,1.04166667,,7.32064422
EU,Europe,ALB,Albania,1999,Male,Age60_64,[60-64],4,0.53619303,,7.46268657
EU,Europe,ALB,Albania,1999,Male,Age65_69,[65-69],3,0.31948882,,8.08625337
EU,Europe,ALB,Albania,1999,Male,Age70_74,[70-74],2,0.17889088,,7.63358779
EU,Europe,ALB,Albania,2000,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,2004,Male,Age65_69,[65-69],1,0.08635579,,1.98149286
EU,Europe,ALB,Albania,2004,Male,Age70_74,[70-74],2,0.135318,,5.74580556
EU,Europe,ALB,Albania,2006,Male,Age55_59,[55-59],0,0,,0
EU,Europe,ALB,Albania,2006,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,2006,Male,Age65_69,[65-69],0,0,,0
EU,Europe,ALB,Albania,2006,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,2009,Male,Age65_69,[65-69],0,0,,0
EU,Europe,ALB,Albania,2009,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,2010,Male,Age65_69,[65-69],2,0.31545741,,3.64464692
EU,Europe,ALB,Albania,2010,Male,Age70_74,[70-74],5,0.52631579,,10.97357563
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age60_64,[60-64],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age65_69,[65-69],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age70_74,[70-74],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age55_59,[55-59],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age60_64,[60-64],,,,
EU,Europe,ALB,Albania,2005,Male,Age60_64,[60-64],0,0,,0
EU,Europe,ALB,Albania,2005,Male,Age65_69,[65-69],0,0,,0
EU,Europe,ALB,Albania,2005,Male,Age70_74,[70-74],0,0,,0
EU,Europe,ALB,Albania,2007,Male,Age65_69,[65-69],1,0.11560694,,1.87052244
EU,Europe,ALB,Albania,2007,Male,Age70_74,[70-74],3,0.24271845,,7.24847782
EU,Europe,ALB,Albania,2008,Male,Age60_64,[60-64],2,0.33726813,,3.54371168
EU,Europe,ALB,Albania,2008,Male,Age65_69,[65-69],3,0.30769231,,5.46080055
EU,Europe,ALB,Albania,2008,Male,Age70_74,[70-74],5,0.37009623,,11.60873906
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Male,Age65_69,[65-69],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Male,Age70_74,[70-74],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Male,Age55_59,[55-59],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Male,Age60_64,[60-64],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Male,Age65_69,[65-69],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Male,Age65_69,[65-69],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Male,Age65_69,[65-69],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Male,Age70_74,[70-74],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Male,Age65_69,[65-69],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Male,Age65_69,[65-69],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age65_69,[65-69],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1983,Male,Age65_69,[65-69],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1986,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1988,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Male,Age65_69,[65-69],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Male,Age55_59,[55-59],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age70_74,[70-74],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Male,Age60_64,[60-64],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Male,Age65_69,[65-69],0,0,,0
