Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,ALB,Albania,1997,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,1998,Male,Age05_09,[5-9],1,0.82644628,,0.49578582
EU,Europe,ALB,Albania,1998,Male,Age10_14,[10-14],1,1.14942529,,0.53561864
EU,Europe,ALB,Albania,2001,Male,Age05_09,[5-9],2,2.27272727,,1.28480208
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age05_09,[5-9],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age10_14,[10-14],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1994,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1994,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2012,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2013,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2013,Male,Age10_14,[10-14],0,0,,0
EU,Europe,ALB,Albania,1994,Male,Age10_14,[10-14],1,1,,0.55897149
EU,Europe,ALB,Albania,1996,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,1999,Male,Age10_14,[10-14],0,0,,0
EU,Europe,ALB,Albania,2000,Male,Age10_14,[10-14],1,1.31578947,,0.55493896
EU,Europe,ALB,Albania,2001,Male,Age10_14,[10-14],4,4.9382716,,2.41123636
EU,Europe,ALB,Albania,2002,Male,Age10_14,[10-14],1,1.31578947,,0.60060782
EU,Europe,ALB,Albania,2003,Male,Age10_14,[10-14],4,4.76190476,,2.43863778
EU,Europe,ALB,Albania,2004,Male,Age10_14,[10-14],1,1.1627907,,0.63265513
EU,Europe,ALB,Albania,2005,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2006,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2007,Male,Age10_14,[10-14],4,6.77966102,,2.79121048
EU,Europe,ALB,Albania,2008,Male,Age10_14,[10-14],7,13.7254902,,5.03669593
EU,Europe,ALB,Albania,2009,Male,Age10_14,[10-14],0,0,,0
EU,Europe,ALB,Albania,2010,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age05_09,[5-9],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Male,Age10_14,[10-14],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Male,Age05_09,[5-9],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,1993,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,1996,Male,Age10_14,[10-14],2,1.96078431,,1.09349371
EU,Europe,ALB,Albania,1997,Male,Age10_14,[10-14],4,3.38983051,,2.18102508
EU,Europe,ALB,Albania,1999,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2002,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2003,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2004,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2005,Male,Age10_14,[10-14],0,0,,0
EU,Europe,ALB,Albania,2006,Male,Age10_14,[10-14],0,0,,0
EU,Europe,ALB,Albania,2007,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2008,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2009,Male,Age05_09,[5-9],0,0,,0
EU,Europe,ALB,Albania,2010,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age10_14,[10-14],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Male,Age05_09,[5-9],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Male,Age10_14,[10-14],0,0,,0
CSA,Central and South America,ARG,Argentina,1967,Male,Age05_09,[5-9],3,0.38860104,,0.26315789
CSA,Central and South America,ARG,Argentina,1967,Male,Age10_14,[10-14],9,1.30434783,,0.81447964
CSA,Central and South America,ARG,Argentina,1977,Male,Age05_09,[5-9],0,0,,0
CSA,Central and South America,ARG,Argentina,1977,Male,Age10_14,[10-14],9,1.17647059,,0.72580645
CSA,Central and South America,ARG,Argentina,1979,Male,Age05_09,[5-9],2,0.25873221,,0.15163002
CSA,Central and South America,ARG,Argentina,1979,Male,Age10_14,[10-14],10,1.48148148,,0.78186083
CSA,Central and South America,ARG,Argentina,1985,Male,Age05_09,[5-9],0,0,,0
CSA,Central and South America,ARG,Argentina,1985,Male,Age10_14,[10-14],16,2.413273,,1.13628293
CSA,Central and South America,ARG,Argentina,1986,Male,Age05_09,[5-9],0,0,,0
CSA,Central and South America,ARG,Argentina,1986,Male,Age10_14,[10-14],10,1.5128593,,0.70616482
CSA,Central and South America,ARG,Argentina,1990,Male,Age05_09,[5-9],1,0.16393443,,0.06108735
CSA,Central and South America,ARG,Argentina,1990,Male,Age10_14,[10-14],21,2.95774648,,1.28676471
CSA,Central and South America,ARG,Argentina,1991,Male,Age05_09,[5-9],1,0.15625,,0.06006006
CSA,Central and South America,ARG,Argentina,1991,Male,Age10_14,[10-14],27,3.95894428,,1.58450704
CSA,Central and South America,ARG,Argentina,1994,Male,Age05_09,[5-9],2,0.34722222,,0.11852554
CSA,Central and South America,ARG,Argentina,1994,Male,Age10_14,[10-14],25,3.47705146,,1.49200286
CSA,Central and South America,ARG,Argentina,1997,Male,Age10_14,[10-14],19,3.07941653,,1.13211617
CSA,Central and South America,ARG,Argentina,2003,Male,Age10_14,[10-14],36,6.4516129,,2.02185286
CSA,Central and South America,ARG,Argentina,2007,Male,Age05_09,[5-9],1,0.22421525,,0.05625455
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1988,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1989,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1990,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1992,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1993,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1995,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1998,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2012,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Male,Age05_09,[5-9],0,0,,0
CSA,Central and South America,ARG,Argentina,1966,Male,Age05_09,[5-9],1,0.16863406,,0.08795075
CSA,Central and South America,ARG,Argentina,1968,Male,Age10_14,[10-14],8,0.99875156,,0.72007201
CSA,Central and South America,ARG,Argentina,1969,Male,Age05_09,[5-9],0,0,,0
CSA,Central and South America,ARG,Argentina,1970,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1988,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1989,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1991,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1993,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1995,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1998,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,Male,Age10_14,[10-14],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Male,Age05_09,[5-9],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,Male,Age10_14,[10-14],0,0,,0
CSA,Central and South America,ARG,Argentina,1966,Male,Age10_14,[10-14],14,2.55941499,,1.27737226
CSA,Central and South America,ARG,Argentina,1968,Male,Age05_09,[5-9],3,0.31746032,,0.26246719
CSA,Central and South America,ARG,Argentina,1969,Male,Age10_14,[10-14],12,1.35440181,,1.07430618
CSA,Central and South America,ARG,Argentina,1980,Male,Age10_14,[10-14],5,0.76923077,,0.40316078
CSA,Central and South America,ARG,Argentina,1982,Male,Age05_09,[5-9],3,0.46082949,,0.21443888
