Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,ALB,Albania,1987,Male,Age25_29,[25-29],5,3.57142857,,3.36700337
EU,Europe,ALB,Albania,1988,Male,Age30_34,[30-34],2,1.36054422,,1.5576324
EU,Europe,ALB,Albania,1989,Male,Age25_29,[25-29],13,7.73809524,,8.46905537
EU,Europe,ALB,Albania,1992,Male,Age30_34,[30-34],4,2.09424084,,3.20256205
EU,Europe,ALB,Albania,1995,Male,Age30_34,[30-34],5,2.73224044,,3.93081761
EU,Europe,ALB,Albania,1997,Male,Age25_29,[25-29],17,4.35897436,,15.87301587
EU,Europe,ALB,Albania,1998,Male,Age25_29,[25-29],15,5.05050505,,13.76146789
EU,Europe,ALB,Albania,2001,Male,Age30_34,[30-34],10,5.64971751,,9.56553347
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Male,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Male,Age30_34,[30-34],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Male,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Male,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Male,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Male,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Male,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1983,Male,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1986,Male,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Male,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1991,Male,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1994,Male,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,1994,Male,Age30_34,[30-34],2,1.13636364,,1.60771704
EU,Europe,ALB,Albania,1999,Male,Age25_29,[25-29],8,3.75586854,,7.27934486
EU,Europe,ALB,Albania,1999,Male,Age30_34,[30-34],11,5.23809524,,8.3081571
EU,Europe,ALB,Albania,2000,Male,Age30_34,[30-34],10,5.31914894,,7.88643533
EU,Europe,ALB,Albania,2004,Male,Age25_29,[25-29],6,4.28571429,,5.7720613
EU,Europe,ALB,Albania,2004,Male,Age30_34,[30-34],10,6.28930818,,10.00110012
EU,Europe,ALB,Albania,2006,Male,Age25_29,[25-29],0,0,,0
EU,Europe,ALB,Albania,2006,Male,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,2009,Male,Age25_29,[25-29],0,0,,0
EU,Europe,ALB,Albania,2009,Male,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,2010,Male,Age25_29,[25-29],8,10.66666667,,8.03124153
EU,Europe,ALB,Albania,2010,Male,Age30_34,[30-34],1,1.44927536,,1.24829919
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age25_29,[25-29],1,11.11111111,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Male,Age30_34,[30-34],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Male,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Male,Age30_34,[30-34],1,12.5,,100.2004008
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Male,Age25_29,[25-29],0,0,,0
