Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,ALB,Albania,1988,Female,Age15_19,[15-19],1,1.63934426,,0.66006601
EU,Europe,ALB,Albania,1994,Female,Age20_24,[20-24],2,3.27868852,,1.49031297
EU,Europe,ALB,Albania,1995,Female,Age20_24,[20-24],9,12.32876712,,6.69642857
EU,Europe,ALB,Albania,1997,Female,Age15_19,[15-19],10,11.62790698,,6.4683053
EU,Europe,ALB,Albania,2000,Female,Age20_24,[20-24],2,3.7037037,,1.59872102
EU,Europe,ALB,Albania,2004,Female,Age20_24,[20-24],8,11.11111111,,5.84748302
EU,Europe,ALB,Albania,2005,Female,Age15_19,[15-19],0,0,,0
EU,Europe,ALB,Albania,2006,Female,Age15_19,[15-19],0,0,,0
EU,Europe,ALB,Albania,2009,Female,Age20_24,[20-24],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Female,Age20_24,[20-24],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1966,Female,Age15_19,[15-19],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Female,Age15_19,[15-19],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Female,Age15_19,[15-19],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Female,Age20_24,[20-24],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Female,Age20_24,[20-24],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Female,Age20_24,[20-24],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1983,Female,Age20_24,[20-24],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Female,Age15_19,[15-19],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1988,Female,Age20_24,[20-24],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1989,Female,Age15_19,[15-19],0,0,,0
EU,Europe,ALB,Albania,1987,Female,Age15_19,[15-19],5,7.04225352,,3.36700337
EU,Europe,ALB,Albania,1987,Female,Age20_24,[20-24],9,10.22727273,,6.37393768
EU,Europe,ALB,Albania,1989,Female,Age15_19,[15-19],3,5.35714286,,1.95185426
EU,Europe,ALB,Albania,1989,Female,Age20_24,[20-24],2,2.1978022,,1.36798906
EU,Europe,ALB,Albania,1992,Female,Age15_19,[15-19],4,6.89655172,,2.64550265
EU,Europe,ALB,Albania,1992,Female,Age20_24,[20-24],3,3.52941176,,2.12464589
EU,Europe,ALB,Albania,1993,Female,Age15_19,[15-19],3,4.6875,,2.01342282
EU,Europe,ALB,Albania,1993,Female,Age20_24,[20-24],7,7.95454545,,5.13573001
EU,Europe,ALB,Albania,1998,Female,Age15_19,[15-19],17,19.76744186,,10.93247588
EU,Europe,ALB,Albania,1999,Female,Age15_19,[15-19],15,20.27027027,,9.60922486
EU,Europe,ALB,Albania,1999,Female,Age20_24,[20-24],4,7.54716981,,2.84292822
EU,Europe,ALB,Albania,2001,Female,Age20_24,[20-24],4,6.15384615,,3.30663228
EU,Europe,ALB,Albania,2002,Female,Age15_19,[15-19],8,18.60465116,,5.23375247
EU,Europe,ALB,Albania,2002,Female,Age20_24,[20-24],6,8.95522388,,4.87345268
EU,Europe,ALB,Albania,2003,Female,Age15_19,[15-19],5,9.43396226,,3.241365
EU,Europe,ALB,Albania,2003,Female,Age20_24,[20-24],9,13.43283582,,6.95233019
EU,Europe,ALB,Albania,2007,Female,Age15_19,[15-19],9,20.45454545,,5.90496936
EU,Europe,ALB,Albania,2007,Female,Age20_24,[20-24],4,8.69565217,,3.1088244
EU,Europe,ALB,Albania,2008,Female,Age15_19,[15-19],14,29.78723404,,9.38501347
EU,Europe,ALB,Albania,2008,Female,Age20_24,[20-24],6,14.63414634,,4.72816965
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Female,Age15_19,[15-19],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Female,Age20_24,[20-24],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Female,Age15_19,[15-19],0,0,,
EU,Europe,ALB,Albania,1988,Female,Age20_24,[20-24],7,10.44776119,,4.85773768
EU,Europe,ALB,Albania,1994,Female,Age15_19,[15-19],4,8,,2.69541779
EU,Europe,ALB,Albania,1997,Female,Age20_24,[20-24],11,13.25301205,,7.89096126
EU,Europe,ALB,Albania,1998,Female,Age20_24,[20-24],15,17.85714286,,10.70663812
EU,Europe,ALB,Albania,2000,Female,Age15_19,[15-19],4,8.5106383,,2.88184438
EU,Europe,ALB,Albania,2001,Female,Age15_19,[15-19],5,8.62068966,,3.32468914
EU,Europe,ALB,Albania,2004,Female,Age15_19,[15-19],12,23.52941176,,7.71917636
EU,Europe,ALB,Albania,2005,Female,Age20_24,[20-24],0,0,,0
