Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
EU,Europe,ALB,Albania,1987,Female,Age25_29,[25-29],2,2.02020202,,1.43575018
EU,Europe,ALB,Albania,1987,Female,Age30_34,[30-34],2,2.17391304,,1.69635284
EU,Europe,ALB,Albania,1988,Female,Age25_29,[25-29],2,2.1978022,,1.40745954
EU,Europe,ALB,Albania,1988,Female,Age30_34,[30-34],3,3.84615385,,2.49376559
EU,Europe,ALB,Albania,1989,Female,Age25_29,[25-29],2,1.86915888,,1.38696255
EU,Europe,ALB,Albania,1989,Female,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,1992,Female,Age25_29,[25-29],2,2.66666667,,1.44092219
EU,Europe,ALB,Albania,1992,Female,Age30_34,[30-34],2,1.88679245,,1.55520995
EU,Europe,ALB,Albania,1993,Female,Age25_29,[25-29],4,5.33333333,,2.98507463
EU,Europe,ALB,Albania,1993,Female,Age30_34,[30-34],3,3.125,,2.34741784
EU,Europe,ALB,Albania,1994,Female,Age30_34,[30-34],3,3.61445783,,2.32198142
EU,Europe,ALB,Albania,1999,Female,Age25_29,[25-29],7,9.5890411,,5.07982583
EU,Europe,ALB,Albania,1999,Female,Age30_34,[30-34],6,8.21917808,,4.3258832
EU,Europe,ALB,Albania,2000,Female,Age25_29,[25-29],2,3.125,,1.63265306
EU,Europe,ALB,Albania,2000,Female,Age30_34,[30-34],1,1.66666667,,0.81103001
EU,Europe,ALB,Albania,2001,Female,Age25_29,[25-29],3,4.34782609,,2.70107233
EU,Europe,ALB,Albania,2001,Female,Age30_34,[30-34],1,1.25,,0.89522309
EU,Europe,ALB,Albania,2002,Female,Age25_29,[25-29],4,5.63380282,,3.57656989
EU,Europe,ALB,Albania,2002,Female,Age30_34,[30-34],3,4.28571429,,2.68225954
EU,Europe,ALB,Albania,2003,Female,Age25_29,[25-29],4,6.55737705,,3.61150988
EU,Europe,ALB,Albania,2004,Female,Age25_29,[25-29],8,19.51219512,,7.01385236
EU,Europe,ALB,Albania,2004,Female,Age30_34,[30-34],3,4.54545455,,2.76934154
EU,Europe,ALB,Albania,2006,Female,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,1994,Female,Age25_29,[25-29],1,1.44927536,,0.75815011
EU,Europe,ALB,Albania,1995,Female,Age25_29,[25-29],5,7.8125,,3.79650721
EU,Europe,ALB,Albania,1998,Female,Age30_34,[30-34],2,2.89855072,,1.44822592
EU,Europe,ALB,Albania,2003,Female,Age30_34,[30-34],5,7.93650794,,4.45696356
EU,Europe,ALB,Albania,2005,Female,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,2008,Female,Age30_34,[30-34],6,13.04347826,,6.80851064
EU,Europe,ALB,Albania,2009,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Female,Age30_34,[30-34],,,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Female,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1969,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1974,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1983,Female,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1988,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1990,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1991,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1992,Female,Age25_29,[25-29],0,0,,0
EU,Europe,ALB,Albania,1996,Female,Age25_29,[25-29],4,5.71428571,,2.99625468
EU,Europe,ALB,Albania,1996,Female,Age30_34,[30-34],6,8.33333333,,4.46428571
EU,Europe,ALB,Albania,1997,Female,Age30_34,[30-34],5,5.95238095,,3.63901019
EU,Europe,ALB,Albania,2009,Female,Age30_34,[30-34],0,0,,0
EU,Europe,ALB,Albania,2010,Female,Age25_29,[25-29],1,3.33333333,,1.03057723
EU,Europe,ALB,Albania,2010,Female,Age30_34,[30-34],5,15.15151515,,5.77727451
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Female,Age25_29,[25-29],0,0,,
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1986,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Female,Age25_29,[25-29],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Female,Age30_34,[30-34],0,0,,0
NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age25_29,[25-29],0,0,,0
